Autor_Tema_Publicação;Citação
Andrew_Carnegie;Aqui jaz um homem que era capaz de atrair pessoas melhores que ele próprio para trabalhar.
Andrew_Cunningham;A Marinha leva três anos para construir um navio. Levará trezentos anos para construir uma nova tradição. A evacuação continuará.
Andrew_Harmon_Cozzens;Não queremos apenas algumas belas celebrações que dizem que a eucaristia é grande. Os bispos pedem um enfoque profundo e sustentado na eucaristia. E minha esperança é que ... isso se torne um movimento duradouro
Andrew_Jackson;O indivíduo que se recusa a defender os seus direitos quando chamado pelo seu Governo, merece ser um escravo, e deve ser punido como um inimigo do seu país e amigo de seu inimigo.
Andrew_Jackson;O homem corajoso desatento a seu dever, vale pouco mais a seu país, que o covarde que a deserta na hora de perigo.
Andrew_Jackson;Cavalheiro, há muito tempo tenho homens o vigiando e estou convencido de que você usou os fundos do banco para especular com o dinheiro do pão de cada dia que pertence ao país. Quando vocês ganham, repartem os lucros entre si e, quando perdem, cobram do banco. Vocês dizem que se eu pegar as reservas do banco e cancelar a licença de vocês, arruinarei dez mil famílias. Isso pode ser verdade, senhores, mas esse pecado é de vocês! Se eu permitir que vocês continuem, vocês vão arruinar cinquenta mil, e isso seria um pecado meu! Vocês não passam de um covil de víboras, de ladrões. O que eu quero é expulsá-los!
Andrew_Jackson;Será que eles pensam que eu sou um tal maldito enganando-me ao pensar como apto para presidente dos Estados Unidos? Não, senhor, eu sei para o que estou apto. Posso comandar de um corpo de homens de uma forma grosseira, mas não estou apto para ser Presidente.
Andrew_Jackson;Enquanto o nosso governo é administrado para o bem das pessoas, e é regulamentado por sua vontade, enquanto é protegido os direitos das pessoas e dos bens, a liberdade de consciência e de imprensa, valerá defender.
Andrew_Jagaye_Karnley;Contar a verdade é um processo terapêutico.
Andrew_Jennings;Um grande escândalo internacional estará pairando sobre a Copa do Mundo de vocês.
Andrew_Johnson;Há quem não confie na integridade e capacidade dos povos para governar-se. Para todos aqueles que entretêm tais receios vou mais respeitosamente dizer que não tenho nenhum receio... Se um homem não é capaz, e não deve ser confiável pelo seu próprio governo, ele será confiável com o governo de outros ... Quem, então, irá reger? A resposta deve ser, homens - para nós que não temos anjos sob a forma de homens, até agora, que estejam dispostos a assumir a responsabilidade dos nossos assuntos políticos.
Andrew_Johnson;Certamente o governo dos Estados Unidos é um governo limitado, e assim que é cada governo do estado um governo limitado. Com nós esta idéia da limitação se espalha através de todas as formas da administração - geral, estadual, e municipal - e repousa sobre o grande princípio da diferenciação o reconhecimento dos direitos do homem. As antigas repúblicas absorveram o indivíduo no estado - prescreveu sua religião e controlou sua atividade. O sistema americano repousa sobre a afirmação da igualdade de direito de cada homem à vida, a liberdade e à busca da felicidade, a liberdade de consciência, à cultura e ao exercício de todas as suas faculdades. Consequentemente, a administração estadual está limitada - como a das Administrações Públicas no interesse da União, como para o cidadão individual no interesse da liberdade.
Andrew_Lang;Alguns usam a estatística como os bêbados usam postes: mais para apoio do que para iluminação.
Andrew_Lang;Uma casa cheia de livros é um jardim cheio de flores.
Andrew_Murray_(pastor);Somente Deus pode satisfazer o coração humano.
Andrew_Murray_(pastor);Deus é amor, e aquele que aprendeu a viver no Espírito de amor aprendeu a viver e a habitar em Deus.
Andrew_Murray_(pastor);Ao orar, tenha o cuidado, acima de tudo, de não limitar Deus, não só por incredulidade, mas por imaginar que ja sabe o que Ele pode fazer. Espere coisas inesperadas, além de tudo o que pedir ou pensar. Toda vez que orar por algo, fique quieto primeiro, e adore a Deus na sua glória. Pense no que ele pode fazer, e como Ele tem prazer em ouvir a Cristo, pense na sua posição em Cristo e espere grandes coisas.
Andrew_Murray_(pastor);O fruto do Espírito é amor. Por quê? Porque somente o amor pode expulsar e conquistar o nosso egoísmo.
Andrew_Nkea_Fuanya;"Procuramos encorajar sacerdotes, religiosos e religiosas a continuar a atuar nas duas regiões anglófanas mas nós bispos recebemos a cada dia mensagens com ameaças pelos nossos esforços de diálogo: se falamos com o governo, os secessionistas nos acusam de ser pró-governo; se falamos com os secessionistas, o governo nos acusa de estar com os secessionistas. É uma situação delicada, mas os bispos devem continuar fazendo seu trabalho de mediação entre as partes."
Andrew_Raksam_Marak;A urgência é o desenvolvimento de nossa gente, que significa ter acesso à educação, assistência médica, emancipação sócio-econômica. A Igreja leva o seu anúncio e a sua missão de serviço integral à pessoa. Por isso a fé aumentou muito nessa área e advertimos a exigência de ter mais sacerdotes e mais paróquias.
Andrew_Soltis;O Xadrez é realmente 99 por cento de cálculo.
Andrew_Souksavath_Nouane_Asa;A prioridade da minha missão pastoral é empenhar-me na catequese, na educação e nas obras sociais, para dar a Boa Nova, ao serviço do povo do Vicariato de Paksé.
Andrew_Stuart_Tanenbaum;Combata funcionalidades... a única forma de fazer software seguro, confiável e rápido é faze-lo pequeno.
Andrew_Stuart_Tanenbaum;No entanto, como qualquer pai de uma criança pequena sabe, converter um grande objeto em pequenos fragmentos é consideravelmente mais fácil do que o processo inverso.
Andrew_Tsien_Chih-ch'un;Aposento-me, mas jamais serei preguiçoso… buscando promover a comunhão na Igreja uma, santa, católica e apostólica.
Andrew_Yeom_Soo-jung;A Igreja católica coreana passou por perseguições e guerras, por isso é natural que nos mostremos solidários com os cristãos que sofrem.
Andrews_Thazhath;Sacerdotes, religiosas, seminaristas e líderes da Igreja estão na linha de frente nas operações de socorro. A população, independente da casta e da crença, está nos ajudando.
Andrii_Yurash;Ninguém pode viver sem esperança. Se não há esperança, não há vontade de avançar. A fé, a Igreja, é, naturalmente, uma das inspirações espirituais mais poderosas que uma única pessoa ou uma comunidade inteira pode receber.
Android;Na verdade, eu uso um telefone Android
Android;Como quero manter o controle de tudo, costumo brincar com iPhones, mas aquele que carrego comigo é o Android.
Android;"O Android é um sistema operacional principalmente para telefones celulares e outros dispositivos, que consiste em Linux (kernel de Torvalds), algumas bibliotecas, uma plataforma Java e alguns aplicativos. Deixando o Linux de lado, o software das versões 1 e 2 do Android foi desenvolvido principalmente pelo Google; O Google o lançou sob a licença Apache 2.0, que é uma licença de software livre permissiva sem copyleft."
Android;...o Android é a plataforma padrão para celulares que não são da Apple...
Andrzej_Frycz_Modrzewski;Sem leis não pode haver verdadeira liberdade.
Andrzej_Madej;A perspectiva é de um belo futuro para a nossa missão: aqui no Turcomenistão, representamos uma comunidade muito pequena, mas pouco a pouco avançamos, confiando sempre na graça de Deus que não nos abandona.
András_Veres;Com nosso testemunho de que após tantos anos de ateísmo e comunismo a Igreja vive, de fato, está crescendo mesmo com muitas dificuldades - porque temos muitos problemas de secularização e outros problemas que também estão presentes nos países ocidentais - mas existe uma semente, um núcleo da população que quer viver o cristianismo, a fé, esperamos que com este testemunho possamos mostrar estes valores e nosso desejo.
André_Dahmer;Um dia sonhei que o mundo era governado por um texano...
André_Dahmer;Se a humanidade é burra ela só poderia ser governada por um texano idiota.
André_Dahmer;Baratas merecem respeito, vermes merecem respeito, maluf merece respeito.
André_Dahmer;Assassinos... Vamos matar todos eles.
André_Dahmer;Jota Quest é a porta de entrada para drogas mais pesadas.
André_Dahmer;Mais vinte tiros e teremos uma democracia.
André_Dahmer;Evito pensar para não me tornar socialmente perigoso.
André_Dahmer;Se a verdade fosse um objeto palpável ela seria uma massinha de modelar.
André_Dahmer;Você só se torna infeliz se cair na besteira de pensar na vida.
André_Dahmer;A mesma sociedade que me deprime vai me vender um remédio pra me alegrar.
André_Dahmer;O que está vendendo bem agora são os produtos contra o consumismo.
André_Dahmer;Bota no jornal que o povo acredita.
André_Dahmer;A ignorância é a mãe da felicidade.
André_Dahmer;O álcool é o gelol da alma.
André_Dahmer;Já viu algum amigo seu reclamar que tem uma cerveja enchendo o saco dele?
André_Dahmer;Se eu começo a beber pela manhã, de tarde o mundo já está mais justo e bonito.
André_Dahmer;A Vida não é triste. Você que é alegre demais.
André_Dahmer;Quer impressionar uma mulher? Diga que é dono de uma fábrica de chocolate.
André_Dahmer;A terapia é o entretenimento dos ricos e a televisão o analista despreparado dos pobres.
André_Dahmer;Um revólver é um argumento forte, mas um fuzil é uma verdade científica.
André_Gaumond;Estamos convencidos de que aqueles que se consideram cristãos, discípulos, devem compartilhar Seu amor universal e Sua compaixão, abraçando generosamente todos os sacrifícios que o amor implica.
André_Gide;"Não digo nada, por hábito; quando um filósofo lhe responde, você não entende mais nada do que lhe pediu."
André_Gide;As coisas mais belas são ditadas pela loucura e escritas pela razão
André_Gide;Na frente de certos ricos, como não se sentir uma alma de comunista?
André_Gide;Nada impede mais a felicidade do que a lembrança da felicidade.
André_Gide;Todas as coisas já foram ditas, mas como ninguém escuta é preciso sempre dizer de novo.
André_Gide;Crê nos que buscam a verdade, duvida dos que a encontram.
André_Gide;As mentiras mais detestáveis são as que mais se aproximam da verdade.
André_Gide;Eu admito que uma coisa no mundo que não é natural: é a obra de arte..
André_Gide;Não acredites que a tua verdade possa ser encontrada por algum outro.
André_Gide;Aprendi a agir sem julgar se a acção é boa ou má. Amar sem me inquietar se é o bem ou se é o mal. Uma existência patética em vez da tranquilidade. E a não desejar nenhum repouso sem ser o que chegar com o sono da morte.
André_Gide;Estamos ligados aos nossos actos como um fósforo à sua chama. Eles consomem-nos, é verdade, mas são eles que nos dão o nosso esplendor. E, se a nossa alma valeu alguma coisa, é porque ardeu com mais ardor do que outras.
André_Gide;Não devemos preparar as nossas alegrias ou, pelo menos, devemos saber que em seu lugar nos virá surpreender uma outra alegria. Toda a felicidade é de encontro e apresenta-se-nos em cada instante como um mendigo na estrada.
André_Gide;O sábio é aquele que se deslumbra com tudo.
André_Gide;Cada acção perfeita é sempre acompanhada por uma certa voluptuosidade. É assim que se reconhece que a devíamos fazer.
André_Gide;Não gosto dos que se acham com mérito por terem trabalhado penosamente. Porque, se o que fizeram foi penoso, seria por certo melhor que tivessem feito outra coisa. A sinceridade do meu prazer é o mais importante dos meus guias.
André_Gide;Há doenças extravagantes que consistem em se querer ter o que se não tem. Devemos ficar à espera de tudo o que vier a nós, sem desejarmos o que não temos. Desejando apenas o que vier. Cada espera não deve ser um desejo, só mesmo uma disposição para acolher.
